unode dx dy f11 f12 f21 f22
394 0.00166291 0.0194896 0.742647 0.765416 -0.451609 0.911872
395 0.000768384 0.0252928 0.760518 0.738917 -0.508174 0.866408
396 -0.00956764 0.0189934 0.895243 0.652446 -0.426324 0.811171
397 -0.0122397 -0.00338549 0.920832 0.660918 -0.224493 0.919088
398 -0.0101555 -0.00414405 0.90295 0.653497 -0.223394 0.949567
399 -0.00919037 -0.0114018 0.895268 0.650177 -0.167862 0.984199
400 -0.00750362 -0.0180585 0.886297 0.624709 -0.124173 1.0439
401 -0.00684143 -0.0290168 0.883048 0.615598 -0.0491834 1.09576
402 -0.00494888 -0.0388862 0.87298 0.592656 0.0125762 1.15882
403 -0.00474333 -0.0336062 0.869816 0.603453 -0.0178539 1.11732
404 -0.00392296 -0.037523 0.866331 0.591466 0.00160285 1.15556
405 -0.00383086 -0.0444001 0.864329 0.599632 0.0414471 1.17296
406 -0.00510877 -0.0389399 0.869293 0.618442 0.007828 1.18534
407 -0.00297073 -0.0338202 0.858315 0.611224 -0.0141249 1.13571
408 -0.00212904 -0.036112 0.852032 0.621164 -0.010691 1.19912
409 -0.0021742 -0.037803 0.852791 0.619404 0.00595916 1.14572
410 -0.00191306 -0.0284343 0.85136 0.619989 -0.0448089 1.17306
411 -0.00137427 -0.0299477 0.848476 0.623602 -0.0330227 1.13652
412 -0.00209837 -0.0262621 0.852121 0.620836 -0.0512274 1.13913
413 0.00239415 -0.036047 0.831108 0.630653 -0.0126603 1.19042
414 0.00157895 -0.0338223 0.83008 0.67136 -0.0260485 1.22336
415 0.0325378 -0.0139374 0.687581 0.794742 -0.11799 1.30668
416 0.0378238 -0.000663529 0.666369 0.797297 -0.168375 1.27524
417 -0.0111274 -0.0349125 0.872153 0.659931 -0.0272521 1.21187
418 -0.0042552 -0.0243156 0.849653 0.604475 -0.0652533 1.17481
419 0.00553367 -0.0252547 0.804772 0.688216 -0.0633602 1.18164
420 -0.0357478 -0.0770059 0.962555 0.582143 0.128521 1.11537
421 -0.118197 -0.152448 1.27694 0.274577 0.411355 0.887458
422 -0.12546 -0.13077 1.30999 0.169233 0.344047 0.80739
423 -0.137021 -0.137414 1.34934 0.161598 0.367903 0.789411
424 -0.114357 -0.138275 1.27922 0.116674 0.371335 0.783401
425 -0.128185 -0.140761 1.32651 0.069467 0.380538 0.762472
426 -0.0944896 -0.069527 1.21875 0.125313 0.156639 0.824881
427 -0.0667137 -0.0471227 1.13454 0.144858 0.0870649 0.866498
428 -0.0640197 -0.0382885 1.10734 0.416201 0.0512116 1.00847
429 -0.00159729 -0.00209761 0.913004 0.604647 -0.0615301 1.11639
430 0.0629112 0.0386191 0.73151 0.603371 -0.175676 1.10925
431 0.0710511 0.0389169 0.70503 0.675614 -0.179507 1.1618
432 0.061864 0.0289859 0.727852 0.715836 -0.15855 1.26281
433 0.0684233 0.0284927 0.714016 0.658425 -0.157124 1.25908
434 0.0867984 0.0433332 0.664893 0.685992 -0.195797 1.26623
435 0.0873911 0.0394323 0.652766 0.862014 -0.193505 1.39209
436 0.0876795 0.0210324 0.654426 0.809842 -0.14577 1.35012
437 0.0873037 0.0277862 0.660222 0.72816 -0.159097 1.29658
438 0.0440665 0.00428564 0.776592 0.495142 -0.0979764 1.20538
439 0.0211275 -0.00496767 0.839835 0.324482 -0.0733354 1.15213
440 0.00189611 0.0016124 0.889626 0.224077 -0.0856627 1.1014
441 -0.0486357 -0.0741818 1.01285 0.0574652 0.0915474 0.990533
442 -0.0782046 -0.0808885 1.08701 -0.0985477 0.111401 0.904849
443 -0.114277 -0.10113 1.16755 -0.13901 0.158097 0.853171
444 -0.139696 -0.120967 1.22156 -0.127489 0.201237 0.835496
445 -0.122054 -0.144513 1.18556 -0.16229 0.254823 0.759094
446 -0.114601 -0.13582 1.17109 -0.174272 0.236551 0.76563
447 -0.113908 -0.0986706 1.16384 -0.0418659 0.156062 0.867087
448 -0.141897 -0.0781543 1.21939 -0.0136659 0.116669 0.830133
449 -0.117398 -0.0564792 1.17135 -0.0221429 0.0751065 0.805769
450 -0.097325 -0.0634967 1.13304 -0.0200761 0.0916816 0.747587
451 -0.182426 -0.145519 1.29194 0.0977854 0.245969 0.815971
452 -0.137963 -0.157877 1.20596 0.130894 0.267244 0.866037
453 -0.172129 -0.123122 1.26625 0.216384 0.202837 0.837465
454 -0.143089 -0.125189 1.21216 0.227399 0.205527 0.865398
455 -0.137164 -0.103044 1.20106 0.24434 0.167785 0.815733
456 -0.163717 -0.127618 1.24457 0.343518 0.210675 0.839151
457 -0.13491 -0.0647865 1.19479 0.325072 0.0985895 0.860896
458 -0.0983196 -0.0173689 1.13229 0.293138 0.0153932 0.877333
459 -0.0506591 8.76911e-05 1.0486 0.339052 -0.0171264 0.940603
460 -0.0515165 -0.00777236 1.0504 0.33472 -0.0033119 0.93353
461 -0.0305563 -0.0210854 1.01447 0.358932 0.0172611 0.977279
462 -0.0489252 -0.0529626 1.04517 0.353478 0.0704926 0.966173
463 -0.0361167 -0.0659432 1.02282 0.389299 0.0902225 0.997154
464 -0.0592334 -0.100629 1.06021 0.386374 0.146802 0.981797
465 -0.0599722 -0.128109 1.05965 0.424315 0.189039 1.00275
466 -0.0472933 -0.095715 1.03958 0.434285 0.139053 0.990761
467 -0.111171 -0.192893 1.13816 0.446109 0.289903 0.983005
468 -0.124109 -0.20202 1.15684 0.473946 0.303196 0.998277
469 -0.169748 -0.220218 1.22431 0.523667 0.332184 0.956854
470 -0.208441 -0.214694 1.28279 0.508965 0.326766 0.868889
471 -0.206648 -0.171612 1.28283 0.431465 0.266676 0.767864
472 -0.211728 -0.183459 1.2908 0.426689 0.280729 0.890325
473 -0.377797 -0.415473 1.52964 0.448978 0.617592 0.804737
474 -0.255913 -0.137396 1.35422 0.513529 0.221671 0.821874
475 -0.533087 -1.84735 1.74833 0.340294 2.62238 1.18142
476 -0.324697 -1.97544 1.46325 0.28014 2.8008 1.18007
477 -0.0844027 -0.543591 1.12659 0.511054 0.817393 1.27921
478 0.488561 0.488067 0.33004 0.827563 -0.599943 1.31323
479 0.336009 0.240749 0.534744 0.9087 -0.265952 1.38361
480 0.288766 0.20494 0.604323 0.704151 -0.216798 1.33326
481 0.0242752 0.0795346 0.957599 0.643795 -0.0427441 1.11189
482 0.0109266 0.0668152 0.978403 0.537145 -0.0220896 0.983553
483 -0.0452307 0.164977 1.04977 0.592656 -0.146516 0.894966
484 -0.0434604 0.182696 1.04967 0.52342 -0.168364 0.848197
485 -0.00994399 0.230707 1.00765 0.500541 -0.229646 0.868732
486 -0.0971961 0.195683 1.11521 0.568147 -0.185601 0.861811
487 0.0248576 0.21555 0.96397 0.533066 -0.210342 0.848594
488 -0.131681 0.160923 1.1609 0.434399 -0.138815 0.723228
489 -0.382022 -0.142869 1.46747 0.432592 0.231349 0.773163
490 -0.552392 -0.339418 1.67564 0.376605 0.472354 0.705409
491 -0.422471 -0.192664 1.5183 0.422056 0.294231 0.734824
492 -0.386127 -0.233227 1.47628 0.381191 0.34182 0.746014
493 -0.378367 -0.116341 1.46728 0.377909 0.204499 0.728069
494 -0.363916 -0.19741 1.45106 0.363069 0.2999 0.728452
495 -0.346989 -0.0879619 1.43045 0.405533 0.172459 0.739394
496 -0.327097 -0.0501606 1.40761 0.404551 0.12898 0.74723
497 -0.241407 -0.121648 1.30871 0.453789 0.208103 0.828282
498 -0.185533 0.11497 1.24455 0.498725 -0.0578591 0.79207
499 -0.0182212 0.323339 1.05826 0.478611 -0.29001 0.779529
500 0.0798881 0.417498 0.94598 0.622393 -0.396414 0.862534
501 0.188895 0.395034 0.826665 0.600768 -0.373699 0.935471
502 0.257614 0.461998 0.748491 0.740798 -0.447165 0.965496
503 0.29865 0.482343 0.703661 0.752424 -0.468867 0.946103
504 0.244397 0.465202 0.761951 0.741159 -0.449962 0.927826
505 0.178643 0.463265 0.833304 0.677765 -0.446613 0.873257
506 0.0936524 0.394444 0.923973 0.625039 -0.374494 0.884199
507 0.100059 0.418746 0.915429 0.696982 -0.399077 0.854758
508 0.281753 0.482593 0.723688 0.84341 -0.466255 0.895455
509 0.465317 0.482332 0.531618 0.968498 -0.470129 1.06245
510 0.482669 0.480318 0.51433 0.960921 -0.467667 1.05025
511 0.412572 0.457387 0.583673 1.03493 -0.444118 1.03935
512 -0.00405934 0.0131511 0.615597 1.0298 -0.419176 1.03373
513 -0.00213379 0.0142719 0.613704 0.965719 -0.424526 0.996967
514 0.000466227 0.0150312 0.602084 0.886829 -0.440102 0.979415
515 0.00219 0.0150675 0.723947 0.754453 -0.384984 0.942957
516 -0.000110612 0.0143954 0.814038 0.746829 -0.35299 0.934875
517 0.00445883 0.017722 0.698838 0.737324 -0.43753 0.928446
518 0.000292401 0.0149836 0.777382 0.768604 -0.3833 0.943803
519 0.00350426 0.0191609 0.753127 0.707489 -0.437199 0.899517
520 0.00382223 0.0180458 0.731472 0.738884 -0.433643 0.928386
521 0.00501206 0.0215885 0.711873 0.740675 -0.479327 0.913084
522 0.00408058 0.0232272 0.705942 0.787134 -0.491259 0.889438
523 0.00657779 0.028269 0.68334 0.769148 -0.547999 0.881308
524 -0.00570187 0.00944986 0.838282 0.709923 -0.350985 0.906396
525 -0.0119388 -0.00822115 0.918385 0.657479 -0.185879 0.952279
526 -0.0105239 -0.00740945 0.900527 0.674342 -0.199987 0.975261
527 -0.00959052 -0.0182425 0.893434 0.669844 -0.119705 1.02862
528 -0.0066021 -0.0282811 0.876079 0.642723 -0.053219 1.09382
529 -0.00438245 -0.0362469 0.863353 0.622767 -0.00204077 1.13584
530 -0.00504471 -0.037339 0.86523 0.636173 0.0056567 1.13722
531 -0.00593896 -0.0344127 0.871826 0.634404 -0.0144239 1.12931
532 -0.00499226 -0.043465 0.865476 0.635262 0.0384997 1.16501
533 -0.00530646 -0.0383275 0.868018 0.631321 0.0075089 1.15628
534 -0.00417829 -0.03591 0.859208 0.645053 -0.0123736 1.19561
535 -0.00508613 -0.0374507 0.866639 0.630493 0.00355544 1.15267
536 -0.00324906 -0.0421139 0.857005 0.627822 0.0228085 1.1874
537 -0.00279988 -0.0265409 0.854669 0.628022 -0.0474989 1.12191
538 -0.00366545 -0.0289234 0.858159 0.633748 -0.041006 1.15639
539 -0.00131446 -0.0260219 0.848004 0.626553 -0.049528 1.12299
540 0.0011644 -0.0385449 0.837979 0.615532 -0.00232789 1.19388
541 0.00218953 -0.0362866 0.833887 0.612707 -0.00904049 1.17123
542 0.0023413 -0.0317566 0.83274 0.615987 -0.0302636 1.18096
543 -5.40169e-05 -0.0459109 0.835614 0.668203 0.0228698 1.22429
544 0.041874 0.000885579 0.654407 0.75469 -0.176997 1.303
545 0.043286 -0.00636627 0.646853 0.775467 -0.154633 1.3564
546 0.0152598 -0.0179812 0.772325 0.621693 -0.0967517 1.24368
547 0.0068591 -0.0258007 0.821635 0.457249 -0.0670732 1.23241
548 0.000119268 -0.0353103 0.851281 0.408676 -0.0278342 1.19258
549 -0.0627321 -0.0925984 1.07691 0.353938 0.189765 1.03759
550 -0.127925 -0.125671 1.31715 0.178649 0.327432 0.799938
551 -0.123319 -0.151791 1.31211 0.0820573 0.414813 0.794539
552 -0.114684 -0.135692 1.28225 0.0911089 0.361279 0.805143
553 -0.121619 -0.127524 1.30427 0.0938368 0.33824 0.77708
554 -0.112432 -0.0974922 1.27346 0.12355 0.244029 0.799251
555 -0.0915171 -0.0624194 1.20849 0.146421 0.137693 0.806232
556 -0.0869292 -0.046325 1.19234 0.183459 0.0897208 0.817047
557 -0.0805868 -0.0443292 1.14882 0.455294 0.0690815 0.976272
558 -0.00745312 -0.00719554 0.923788 0.659635 -0.0479331 1.10816
559 0.0596107 0.0222503 0.746412 0.575598 -0.125443 1.06892
560 0.0771058 0.0321865 0.685121 0.753752 -0.159208 1.15852
561 0.0665835 0.0221136 0.703988 0.869603 -0.142144 1.27909
562 0.0773706 0.0279233 0.680151 0.816957 -0.156407 1.26874
563 0.0882948 0.0357455 0.654561 0.790356 -0.178526 1.2976
564 0.0637836 0.00889735 0.711931 0.830908 -0.11553 1.34278
565 0.090044 0.0249391 0.651856 0.769025 -0.152728 1.31081
566 0.0983566 0.0349194 0.62763 0.830677 -0.178476 1.33869
567 0.0865349 0.0171356 0.653061 0.864196 -0.137998 1.35654
568 0.0847903 0.0265734 0.678405 0.576385 -0.152639 1.25991
569 0.0195917 -0.0223793 0.839172 0.389256 -0.0377985 1.20202
570 -0.0143172 -0.0572944 0.927267 0.206674 0.0477333 1.09391
571 -0.0673242 -0.0364917 1.05838 -0.0153253 0.0160851 0.891012
572 -0.116452 -0.100349 1.17379 -0.168042 0.156276 0.842675
573 -0.141021 -0.109962 1.22386 -0.130631 0.18193 0.770648
574 -0.178882 -0.162272 1.29574 -0.0276148 0.290524 0.77863
575 -0.19794 -0.146959 1.33168 0.00804796 0.257634 0.797814
576 -0.17168 -0.122511 1.27825 -0.00140757 0.206707 0.804462
577 -0.157622 -0.0600096 1.24537 0.0779293 0.0827577 0.798881
578 -0.129688 -0.0313431 1.18835 0.12985 0.0272231 0.807876
579 -0.158804 -0.0944092 1.24831 0.0815955 0.146376 0.860447
580 -0.239126 -0.14683 1.38508 0.348582 0.249781 0.799739
581 -0.185046 -0.0999413 1.28113 0.388007 0.158681 0.857515
582 -0.148156 -0.0864792 1.21503 0.367113 0.135626 0.847687
583 -0.174759 -0.134493 1.26177 0.400263 0.222236 0.863017
584 -0.151529 -0.106014 1.21891 0.425037 0.171328 0.862528
585 -0.134307 -0.0976838 1.18947 0.404282 0.155982 0.866008
586 -0.0970718 -0.0431781 1.12316 0.429342 0.0581783 0.914036
587 -0.0767867 -0.0333464 1.08941 0.412928 0.0415487 0.907967
588 -0.0556299 -0.012677 1.05337 0.416198 0.00449332 0.946078
589 -0.0481797 -0.0389256 1.04047 0.426376 0.0470791 0.972377
590 -0.0504285 -0.0521833 1.04416 0.427386 0.0688709 0.975199
591 -0.0548623 -0.0794959 1.05138 0.427752 0.111918 1.00288
592 -0.0542584 -0.0793332 1.05013 0.432027 0.113424 0.967443
593 -0.0648243 -0.105715 1.06591 0.454623 0.152714 1.02294
594 -0.0983138 -0.138939 1.11893 0.442385 0.207492 0.966845
595 -0.108032 -0.180092 1.13241 0.473201 0.268245 1.02908
596 -0.145811 -0.168491 1.19091 0.457448 0.255681 0.913008
597 -0.140104 -0.136088 1.18227 0.460202 0.20758 0.90467
598 -0.23395 -0.254334 1.32075 0.500898 0.385287 0.884953
599 -0.192872 -0.138584 1.25676 0.570429 0.211168 0.942823
600 -0.329179 -0.233346 1.4538 0.633352 0.352399 0.899316
601 -0.146511 -0.358496 1.20568 0.276564 0.530351 0.931357
602 -0.15884 -0.542439 1.22435 0.284979 0.788408 1.06156
603 -0.67848 -0.975501 1.94973 0.472015 1.41065 0.8271
604 -1.07084 -2.18523 2.4914 0.520273 3.09719 1.05699
605 -0.203366 -0.587023 1.29643 0.337774 0.887419 1.00927
606 0.357734 0.44848 0.519751 0.513741 -0.544465 1.28568
607 0.26765 0.191441 0.636342 0.661809 -0.197322 1.33754
608 0.333898 0.394607 0.542335 0.770405 -0.46379 1.18401
609 0.181237 0.186448 0.750189 0.655199 -0.183706 1.09689
610 -0.0191351 0.160191 1.01522 0.607821 -0.141804 0.928231
611 -0.00637786 0.171836 1.00104 0.548748 -0.158319 0.955816
612 -0.0222423 0.136677 1.02364 0.489941 -0.11302 0.954253
613 0.00471955 0.26466 0.992003 0.424078 -0.273221 0.890414
614 -0.0337794 0.25412 1.04146 0.402299 -0.257391 0.815078
615 -0.0463111 0.268268 1.05535 0.44951 -0.274915 0.818604
616 -0.192289 0.101967 1.23006 0.607895 -0.0698475 0.837043
617 -0.180066 -0.049552 1.22134 0.441716 0.117195 0.790541
618 -0.515292 -0.178719 1.6316 0.360383 0.279705 0.661
619 -0.439416 -0.205747 1.54233 0.308143 0.310848 0.707398
620 -0.395873 -0.196306 1.48721 0.396399 0.298446 0.732675
621 -0.36961 -0.142409 1.45642 0.396801 0.234603 0.745097
622 -0.408652 -0.226095 1.50302 0.369189 0.332862 0.742113
623 -0.295772 -0.0764284 1.37269 0.364643 0.159082 0.742742
624 -0.362006 -0.0913427 1.44816 0.383156 0.177236 0.710657
625 -0.246974 -0.0338516 1.31571 0.430842 0.111131 0.751016
626 -0.207976 0.0828829 1.2689 0.52203 -0.0219638 0.795782
627 -0.089925 0.259356 1.13753 0.495506 -0.219456 0.803111
628 0.116149 0.362043 0.909783 0.490602 -0.33345 0.808492
629 0.0739086 0.368896 0.95236 0.60177 -0.343313 0.876613
630 0.217843 0.469383 0.795052 0.615507 -0.452654 0.874379
631 0.262263 0.478483 0.744208 0.703395 -0.464106 0.924544
632 0.274131 0.50033 0.731396 0.708746 -0.486583 0.896899
633 0.271713 0.480417 0.73414 0.703526 -0.465752 0.907446
634 0.181057 0.448293 0.831477 0.650107 -0.430312 0.860706
635 0.114826 0.409966 0.906099 0.492205 -0.390027 0.853108
636 0.101546 0.334184 0.919759 0.493713 -0.312442 0.88417
637 0.258775 0.453742 0.748574 0.788578 -0.436371 0.912757
638 0.436116 0.489017 0.561978 0.952995 -0.474264 0.9688
639 0.4661 0.484134 0.532242 0.940931 -0.470541 1.01145
640 -0.000571796 0.0151472 0.546987 0.930892 -0.45244 0.975825
641 -0.00302316 0.0137826 0.628491 0.984591 -0.421748 1.00794
642 -0.00236377 0.0148213 0.598018 0.977144 -0.42612 0.982822
643 0.000527918 0.0151588 0.584039 0.912606 -0.435093 0.979786
644 -0.000229324 0.0149919 0.738663 0.823886 -0.38007 0.946196
645 -0.000163748 0.0153439 0.780603 0.775453 -0.386985 0.938051
646 0.00189726 0.0169956 0.740295 0.769015 -0.429705 0.945473
647 0.00061778 0.0166085 0.781504 0.748253 -0.404736 0.922984
648 0.0040303 0.0217774 0.721355 0.753839 -0.472981 0.895705
649 0.00341081 0.0219429 0.730305 0.756509 -0.47673 0.898456
650 0.00509729 0.0222539 0.713243 0.742268 -0.485822 0.906091
651 0.00797769 0.0249275 0.673302 0.753633 -0.524115 0.918702
652 -0.00193698 0.00405672 0.781763 0.754239 -0.320228 0.978479
653 -0.0127799 -0.00842554 0.902398 0.729388 -0.187661 0.964141
654 -0.00997739 -0.0145635 0.882526 0.713311 -0.146566 1.01094
655 -0.010401 -0.0267092 0.885091 0.71741 -0.0613208 1.07703
656 -0.00839641 -0.0399305 0.873366 0.702825 0.0186889 1.1677
657 -0.00789215 -0.0354086 0.868535 0.704069 -0.0149538 1.16271
658 -0.00587213 -0.0370879 0.857915 0.690391 -0.00237187 1.15775
659 -0.00629215 -0.0458088 0.862707 0.682891 0.0517685 1.17851
660 -0.00568103 -0.0393405 0.857971 0.686397 0.0120557 1.16542
661 -0.00538262 -0.032866 0.855241 0.691292 -0.0350463 1.19843
662 -0.00735404 -0.041664 0.871787 0.671989 0.0281995 1.15842
663 -0.00490025 -0.0412243 0.859259 0.662642 0.0165775 1.19212
664 -0.00466165 -0.0335603 0.856825 0.66775 -0.0144234 1.14399
665 -0.00510302 -0.0235356 0.858452 0.670898 -0.0656003 1.1383
666 -0.00236951 -0.0309897 0.846574 0.662332 -0.0293613 1.14737
667 -0.00135405 -0.0322942 0.84473 0.644882 -0.0280191 1.1737
668 0.00146878 -0.0430414 0.833957 0.63157 0.0163838 1.20417
669 0.000595687 -0.0278497 0.838862 0.625696 -0.0449411 1.16561
670 0.00285358 -0.0430056 0.828637 0.627684 0.016302 1.19105
671 -0.00091818 -0.0389174 0.844968 0.623832 -0.00245692 1.19883
672 0.0194109 -0.0317933 0.758248 0.654154 -0.0348037 1.22472
673 0.0485147 0.00722899 0.625969 0.775813 -0.205354 1.34292
674 0.0347396 -0.0176712 0.676457 0.789738 -0.115887 1.37887
675 0.033853 -0.006643 0.6868 0.739507 -0.153108 1.35581
676 0.0266653 -0.0222159 0.733403 0.591754 -0.080171 1.23338
677 0.00456795 -0.0201056 0.826519 0.486503 -0.0733209 1.13718
678 -0.0795061 -0.0852429 1.14445 0.247423 0.174434 0.938171
679 -0.123891 -0.150827 1.31359 0.0803991 0.41155 0.792851
680 -0.130412 -0.146781 1.32643 0.14495 0.394871 0.819815
681 -0.122961 -0.117589 1.30698 0.107756 0.306898 0.780854
682 -0.130343 -0.119949 1.32408 0.159441 0.313882 0.787594
683 -0.111216 -0.0587078 1.262 0.196334 0.126456 0.809509
684 -0.0851804 -0.0503406 1.18839 0.176483 0.102717 0.808004
685 -0.106612 -0.0347589 1.24602 0.217819 0.0573465 0.816137
686 -0.0959341 -0.0632962 1.18889 0.460907 0.12697 0.912848
687 -0.0326806 -0.0160687 0.987536 0.70442 -0.0152362 1.01987
688 0.0509431 0.00953167 0.761245 0.718035 -0.0873493 1.05411
689 0.0792241 0.033061 0.665872 0.932795 -0.158362 1.14904
690 0.0634064 0.0105919 0.689051 1.11609 -0.112523 1.27451
691 0.084702 0.022814 0.637777 1.08934 -0.143497 1.27505
692 0.0890755 0.0302284 0.622402 1.13694 -0.164781 1.30422
693 0.0488119 0.00257988 0.712733 1.21076 -0.102411 1.35299
694 0.105993 0.0277718 0.583636 1.12488 -0.160123 1.32278
695 0.10687 0.0309901 0.583779 1.11361 -0.168867 1.34195
696 0.0980824 0.0186436 0.605324 1.09987 -0.14343 1.37532
697 0.10148 0.0190458 0.606549 1.00553 -0.141536 1.34718
698 0.0391902 -0.00146805 0.753195 0.912286 -0.0917677 1.2987
699 0.010137 -0.015502 0.840541 0.629664 -0.0523033 1.19403
700 -0.0262969 -0.012172 0.944062 0.326308 -0.0472697 1.04513
701 -0.153657 -0.121216 1.24008 0.00492169 0.199772 0.846878
702 -0.150029 -0.137152 1.24601 -0.15484 0.245364 0.694635
703 -0.145946 -0.102435 1.22832 -0.0276826 0.170011 0.761199
704 -0.215023 -0.0407619 1.34539 0.251029 0.043019 0.803139
705 -0.290141 -0.166425 1.49088 0.297637 0.289634 0.826825
706 -0.249111 -0.0664634 1.39564 0.484088 0.0982053 0.76867
707 -0.267603 -0.144259 1.42972 0.503115 0.242954 0.834753
708 -0.202192 -0.1243 1.29517 0.637239 0.205459 0.830637
709 -0.185869 -0.118004 1.27489 0.50905 0.19256 0.853826
710 -0.167125 -0.122369 1.24474 0.450552 0.200887 0.853966
711 -0.147688 -0.131648 1.21289 0.40643 0.216903 0.868552
712 -0.162609 -0.122993 1.23759 0.43335 0.199756 0.888843
713 -0.142597 -0.0842914 1.19782 0.498053 0.130641 0.896642
714 -0.125902 -0.0732238 1.16987 0.479822 0.110239 0.912648
715 -0.073305 -0.0479311 1.08027 0.462535 0.0633091 0.95653
716 -0.0602256 -0.0109719 1.05777 0.470305 0.00147363 0.948931
717 -0.0615941 -0.0759905 1.06038 0.462975 0.108175 0.979022
718 -0.0417424 -0.0309177 1.0263 0.485533 0.0333838 0.984282
719 -0.0672812 -0.110087 1.06796 0.484431 0.1612 1.0048
720 -0.0479415 -0.0522861 1.0359 0.500854 0.0685558 0.996045
721 -0.0892731 -0.132359 1.10177 0.49875 0.197778 0.971347
722 -0.0805964 -0.123879 1.08737 0.508014 0.183083 0.983253
723 -0.120236 -0.123625 1.14903 0.508098 0.186148 0.933923
724 -0.149031 -0.171601 1.19255 0.515414 0.25863 0.944165
725 -0.176425 -0.150333 1.23567 0.49034 0.226698 0.947578
726 -0.220798 -0.276112 1.30566 0.4251 0.417223 0.895637
727 -0.192843 -0.0950881 1.26712 0.374026 0.154772 0.796376
728 -0.221632 -0.235358 1.31161 0.334241 0.359243 0.818498
729 -0.261655 -0.374751 1.36581 0.379152 0.550895 0.983086
730 -0.386316 -0.565611 1.53921 0.465429 0.828591 0.910409
731 -0.282848 -1.309 1.4064 0.208574 1.86615 1.09725
732 -0.457879 -1.85697 1.6578 0.122719 2.65471 0.756855
733 -0.297942 -0.877214 1.4295 0.287904 1.29003 0.948971
734 0.242396 0.367797 0.682031 0.406648 -0.430889 1.21044
735 0.180905 0.261598 0.760593 0.502125 -0.281408 1.12402
736 0.238476 0.347989 0.675055 0.645547 -0.401855 1.18508
737 0.205359 0.292399 0.719647 0.629966 -0.321787 1.06392
738 0.0802229 0.270567 0.889037 0.538664 -0.284078 0.901598
739 0.0180441 0.0952067 0.969627 0.542187 -0.0606892 0.977837
740 0.020728 0.169264 0.967685 0.511167 -0.154463 0.955776
741 0.0062056 0.314293 0.985413 0.518309 -0.334192 0.844209
742 -0.0697676 0.252172 1.08285 0.485839 -0.255693 0.836665
743 -0.0259702 0.312033 1.03349 0.378617 -0.328216 0.797346
744 -0.117385 0.160172 1.14911 0.338559 -0.137562 0.742005
745 -0.266319 -0.111271 1.3229 0.519433 0.187442 0.905459
746 -0.382428 -0.281631 1.47307 0.318329 0.40038 0.74458
747 -0.492486 -0.205557 1.60469 0.33355 0.312353 0.664825
